null8,null5
0.27566964285714285,0.20857142857142857
0.3861607142857143,0.35714285714285715
0.40848214285714285,0.40285714285714286
0.4107142857142857,0.5971428571428572
0.43080357142857145,0.38571428571428573
0.6584821428571429,0.6771428571428572
0.5033482142857143,0.5485714285714286
0.14285714285714285,0.2571428571428571
0.45089285714285715,0.3942857142857143
0.453125,0.38
0.37388392857142855,0.2914285714285714
0.19754464285714285,0.42857142857142855
0.578125,0.4657142857142857
0.265625,0.4142857142857143
0.30580357142857145,0.6657142857142857
0.4330357142857143,0.6
0.3716517857142857,0.23142857142857143
0.21875,0.3
0.3482142857142857,0.32285714285714284
0.08928571428571429,0.12
0.16964285714285715,0.12857142857142856
0.5491071428571429,0.5942857142857143
0.375,0.27714285714285714
0.19308035714285715,0.1457142857142857
0.35379464285714285,0.29714285714285715
0.7232142857142857,0.7457142857142857
0.49776785714285715,0.5685714285714286
0.3794642857142857,0.6457142857142857
0.24330357142857142,0.5657142857142857
0.38392857142857145,0.40285714285714286
0.6395089285714286,0.6742857142857143
0.4642857142857143,0.8428571428571429
0.27232142857142855,0.13142857142857142
0.33705357142857145,0.24857142857142858
0.37723214285714285,0.32
0.1328125,0.10857142857142857
0.12723214285714285,0.2257142857142857
0.49888392857142855,0.3914285714285714
0.5267857142857143,0.5542857142857143
0.43526785714285715,0.49714285714285716
0.6026785714285714,0.6685714285714286
0.4799107142857143,0.5942857142857143
0.6863839285714286,0.72
0.6785714285714286,0.7628571428571429
0.26674107142857145,0.5114285714285715
0.4017857142857143,0.5685714285714286
0.7801339285714286,0.7285714285714285
0.234375,0.4
0.46651785714285715,0.36857142857142855
0.3236607142857143,0.20857142857142857
0.34933035714285715,0.22
0.31361607142857145,0.2571428571428571
0.21986607142857142,0.2857142857142857
0.5926339285714286,0.78
0.32589285714285715,0.2885714285714286
0.7109375,0.7771428571428571
0.25892857142857145,0.36
0.5491071428571429,0.5828571428571429
0.11941964285714286,0.3942857142857143
0.19419642857142858,0.26857142857142857
0.2857142857142857,0.5714285714285714
0.31473214285714285,0.28285714285714286
0.6573660714285714,0.6628571428571428
0.4921875,0.4657142857142857
0.49888392857142855,0.5285714285714286
0.5424107142857143,0.47714285714285715
0.21316964285714285,0.45714285714285713
0.39174107142857145,0.30857142857142855
0.41629464285714285,0.6685714285714286
0.47098214285714285,0.3514285714285714
0.3392857142857143,0.3342857142857143
0.46205357142857145,0.32
0.42075892857142855,0.6428571428571429
0.34486607142857145,0.41714285714285715
0.49330357142857145,0.5228571428571429
0.38950892857142855,0.36857142857142855
0.43191964285714285,0.4542857142857143
0.46875,0.48857142857142855
0.31138392857142855,0.30857142857142855
0.6517857142857143,0.6257142857142857
0.08482142857142858,0.10857142857142857
0.40401785714285715,0.3914285714285714
0.328125,0.8571428571428571
0.19196428571428573,0.5142857142857142
0.42857142857142855,0.6142857142857143
0.25558035714285715,0.5542857142857143
0.3861607142857143,0.5085714285714286
0.46875,0.66
0.234375,0.44
0.5066964285714286,0.5257142857142857
0.5189732142857143,0.4742857142857143
0.453125,0.6142857142857143
0.44754464285714285,0.78
0.37276785714285715,0.27714285714285714
0.6205357142857143,0.7457142857142857
0.21540178571428573,0.13428571428571429
0.3984375,0.7028571428571428
0.46986607142857145,0.6314285714285715
0.2611607142857143,0.24
0.484375,0.64
0.7555803571428571,0.8542857142857143
0.36830357142857145,0.33714285714285713
0.23549107142857142,0.26
0.28348214285714285,0.36
0.5892857142857143,0.6428571428571429
0.19308035714285715,0.2914285714285714
0.2109375,0.11142857142857143
0.7857142857142857,0.9514285714285714
0.3984375,0.5514285714285714
0.29464285714285715,0.3457142857142857
0.4497767857142857,0.6657142857142857
0.39174107142857145,0.38857142857142857
0.19642857142857142,0.15428571428571428
0.296875,0.41714285714285715
0.40625,0.3057142857142857
0.359375,0.2542857142857143
0.3515625,0.1742857142857143
0.296875,0.18
0.3470982142857143,0.42857142857142855
0.2890625,0.29714285714285715
0.39620535714285715,0.6542857142857142
0.5881696428571429,0.6542857142857142
0.6774553571428571,0.72
0.5100446428571429,0.4257142857142857
0.32142857142857145,0.24
0.25111607142857145,0.13428571428571429
0.11830357142857142,0.3914285714285714
0.37723214285714285,0.38571428571428573
0.265625,0.3142857142857143
0.20870535714285715,0.14
